ad_id,title,description,image_url
749,Clearance Sale,Don't miss our weekend bonanza,https://via.placeholder.com/150?text=Ad+749
750,Buy 1 Get 1,New users get extra cashback,https://via.placeholder.com/150?text=Ad+750
751,Mega Discount,Best deals for this season,https://via.placeholder.com/150?text=Ad+751
752,Just Dropped,Don't miss our weekend bonanza,https://via.placeholder.com/150?text=Ad+752
753,Trending Now,New users get extra cashback,https://via.placeholder.com/150?text=Ad+753
754,Just Dropped,New users get extra cashback,https://via.placeholder.com/150?text=Ad+754
755,Buy 1 Get 1,Best deals for this season,https://via.placeholder.com/150?text=Ad+755
756,Mega Discount,Up to 70% off on select items,https://via.placeholder.com/150?text=Ad+756
757,Just Dropped,Hurry! Offer valid till stocks last,https://via.placeholder.com/150?text=Ad+757
758,Mega Discount,Up to 70% off on select items,https://via.placeholder.com/150?text=Ad+758
759,Clearance Sale,New users get extra cashback,https://via.placeholder.com/150?text=Ad+759
760,New Collection,Grab before it's gone!,https://via.placeholder.com/150?text=Ad+760
761,Trending Now,Up to 70% off on select items,https://via.placeholder.com/150?text=Ad+761
762,New Collection,New users get extra cashback,https://via.placeholder.com/150?text=Ad+762
763,Mega Discount,Hurry! Offer valid till stocks last,https://via.placeholder.com/150?text=Ad+763
764,Just Dropped,Hurry! Offer valid till stocks last,https://via.placeholder.com/150?text=Ad+764
765,Mega Discount,Hurry! Offer valid till stocks last,https://via.placeholder.com/150?text=Ad+765
766,Just Dropped,Don't miss our weekend bonanza,https://via.placeholder.com/150?text=Ad+766
767,Clearance Sale,New users get extra cashback,https://via.placeholder.com/150?text=Ad+767
768,Hot Deals,Limited stock remaining,https://via.placeholder.com/150?text=Ad+768
769,New Collection,Limited stock remaining,https://via.placeholder.com/150?text=Ad+769
770,Clearance Sale,Check out our exclusive new arrivals,https://via.placeholder.com/150?text=Ad+770
771,Trending Now,Online only exclusive deal,https://via.placeholder.com/150?text=Ad+771
772,New Collection,Limited stock remaining,https://via.placeholder.com/150?text=Ad+772
773,Trending Now,Best deals for this season,https://via.placeholder.com/150?text=Ad+773
774,Flash Sale,Online only exclusive deal,https://via.placeholder.com/150?text=Ad+774
775,Trending Now,Up to 70% off on select items,https://via.placeholder.com/150?text=Ad+775
776,New Collection,Check out our exclusive new arrivals,https://via.placeholder.com/150?text=Ad+776
777,Mega Discount,Online only exclusive deal,https://via.placeholder.com/150?text=Ad+777
778,Mega Discount,Don't miss our weekend bonanza,https://via.placeholder.com/150?text=Ad+778
779,Editor's Pick,Grab before it's gone!,https://via.placeholder.com/150?text=Ad+779
780,Buy 1 Get 1,Up to 70% off on select items,https://via.placeholder.com/150?text=Ad+780
781,Trending Now,Online only exclusive deal,https://via.placeholder.com/150?text=Ad+781
782,Flash Sale,New users get extra cashback,https://via.placeholder.com/150?text=Ad+782
783,Limited Offer,Online only exclusive deal,https://via.placeholder.com/150?text=Ad+783
784,Hot Deals,New users get extra cashback,https://via.placeholder.com/150?text=Ad+784
785,New Collection,Shop the latest trends at unbeatable prices,https://via.placeholder.com/150?text=Ad+785
786,Buy 1 Get 1,New users get extra cashback,https://via.placeholder.com/150?text=Ad+786
787,Clearance Sale,Up to 70% off on select items,https://via.placeholder.com/150?text=Ad+787
788,Editor's Pick,Up to 70% off on select items,https://via.placeholder.com/150?text=Ad+788
789,Flash Sale,Grab before it's gone!,https://via.placeholder.com/150?text=Ad+789
790,Editor's Pick,Grab before it's gone!,https://via.placeholder.com/150?text=Ad+790
791,Limited Offer,Don't miss our weekend bonanza,https://via.placeholder.com/150?text=Ad+791
792,Hot Deals,New users get extra cashback,https://via.placeholder.com/150?text=Ad+792
793,Hot Deals,Grab before it's gone!,https://via.placeholder.com/150?text=Ad+793
794,Buy 1 Get 1,New users get extra cashback,https://via.placeholder.com/150?text=Ad+794
795,New Collection,Shop the latest trends at unbeatable prices,https://via.placeholder.com/150?text=Ad+795
796,Trending Now,Up to 70% off on select items,https://via.placeholder.com/150?text=Ad+796
797,Clearance Sale,Up to 70% off on select items,https://via.placeholder.com/150?text=Ad+797
798,Trending Now,Check out our exclusive new arrivals,https://via.placeholder.com/150?text=Ad+798
799,Clearance Sale,Limited stock remaining,https://via.placeholder.com/150?text=Ad+799
800,Trending Now,Shop the latest trends at unbeatable prices,https://via.placeholder.com/150?text=Ad+800
801,Limited Offer,Hurry! Offer valid till stocks last,https://via.placeholder.com/150?text=Ad+801
802,Editor's Pick,Online only exclusive deal,https://via.placeholder.com/150?text=Ad+802
803,Just Dropped,Up to 70% off on select items,https://via.placeholder.com/150?text=Ad+803
804,New Collection,Online only exclusive deal,https://via.placeholder.com/150?text=Ad+804
805,Flash Sale,Up to 70% off on select items,https://via.placeholder.com/150?text=Ad+805
806,Flash Sale,Don't miss our weekend bonanza,https://via.placeholder.com/150?text=Ad+806
807,Mega Discount,Limited stock remaining,https://via.placeholder.com/150?text=Ad+807
808,Buy 1 Get 1,Don't miss our weekend bonanza,https://via.placeholder.com/150?text=Ad+808
809,Editor's Pick,Limited stock remaining,https://via.placeholder.com/150?text=Ad+809
810,Editor's Pick,Limited stock remaining,https://via.placeholder.com/150?text=Ad+810
811,Editor's Pick,Grab before it's gone!,https://via.placeholder.com/150?text=Ad+811
812,Clearance Sale,Shop the latest trends at unbeatable prices,https://via.placeholder.com/150?text=Ad+812
813,Hot Deals,Check out our exclusive new arrivals,https://via.placeholder.com/150?text=Ad+813
814,Just Dropped,Don't miss our weekend bonanza,https://via.placeholder.com/150?text=Ad+814
815,Flash Sale,Grab before it's gone!,https://via.placeholder.com/150?text=Ad+815
816,Hot Deals,Shop the latest trends at unbeatable prices,https://via.placeholder.com/150?text=Ad+816
817,Limited Offer,Shop the latest trends at unbeatable prices,https://via.placeholder.com/150?text=Ad+817
818,Editor's Pick,Grab before it's gone!,https://via.placeholder.com/150?text=Ad+818
819,Just Dropped,Grab before it's gone!,https://via.placeholder.com/150?text=Ad+819
820,Clearance Sale,Check out our exclusive new arrivals,https://via.placeholder.com/150?text=Ad+820
821,Clearance Sale,Best deals for this season,https://via.placeholder.com/150?text=Ad+821
822,Buy 1 Get 1,Shop the latest trends at unbeatable prices,https://via.placeholder.com/150?text=Ad+822
823,Clearance Sale,Online only exclusive deal,https://via.placeholder.com/150?text=Ad+823
824,Trending Now,Grab before it's gone!,https://via.placeholder.com/150?text=Ad+824
825,Mega Discount,Grab before it's gone!,https://via.placeholder.com/150?text=Ad+825
826,Trending Now,Don't miss our weekend bonanza,https://via.placeholder.com/150?text=Ad+826
827,Just Dropped,Grab before it's gone!,https://via.placeholder.com/150?text=Ad+827
828,Clearance Sale,Check out our exclusive new arrivals,https://via.placeholder.com/150?text=Ad+828
829,Just Dropped,Check out our exclusive new arrivals,https://via.placeholder.com/150?text=Ad+829
830,Limited Offer,Online only exclusive deal,https://via.placeholder.com/150?text=Ad+830
831,Editor's Pick,Best deals for this season,https://via.placeholder.com/150?text=Ad+831
832,Trending Now,Shop the latest trends at unbeatable prices,https://via.placeholder.com/150?text=Ad+832
833,New Collection,Grab before it's gone!,https://via.placeholder.com/150?text=Ad+833
834,Flash Sale,Hurry! Offer valid till stocks last,https://via.placeholder.com/150?text=Ad+834
835,Hot Deals,New users get extra cashback,https://via.placeholder.com/150?text=Ad+835
836,Flash Sale,Don't miss our weekend bonanza,https://via.placeholder.com/150?text=Ad+836
837,Flash Sale,Best deals for this season,https://via.placeholder.com/150?text=Ad+837
838,Trending Now,Shop the latest trends at unbeatable prices,https://via.placeholder.com/150?text=Ad+838
839,New Collection,Limited stock remaining,https://via.placeholder.com/150?text=Ad+839
840,Buy 1 Get 1,Shop the latest trends at unbeatable prices,https://via.placeholder.com/150?text=Ad+840
841,Mega Discount,New users get extra cashback,https://via.placeholder.com/150?text=Ad+841
842,Mega Discount,Limited stock remaining,https://via.placeholder.com/150?text=Ad+842
843,Mega Discount,Check out our exclusive new arrivals,https://via.placeholder.com/150?text=Ad+843
844,Just Dropped,Shop the latest trends at unbeatable prices,https://via.placeholder.com/150?text=Ad+844
845,New Collection,Up to 70% off on select items,https://via.placeholder.com/150?text=Ad+845
846,Limited Offer,Check out our exclusive new arrivals,https://via.placeholder.com/150?text=Ad+846
847,Flash Sale,Limited stock remaining,https://via.placeholder.com/150?text=Ad+847
848,Clearance Sale,Online only exclusive deal,https://via.placeholder.com/150?text=Ad+848
849,Flash Sale,Online only exclusive deal,https://via.placeholder.com/150?text=Ad+849
850,Limited Offer,Grab before it's gone!,https://via.placeholder.com/150?text=Ad+850
851,Hot Deals,Shop the latest trends at unbeatable prices,https://via.placeholder.com/150?text=Ad+851
852,New Collection,Check out our exclusive new arrivals,https://via.placeholder.com/150?text=Ad+852
853,Flash Sale,Don't miss our weekend bonanza,https://via.placeholder.com/150?text=Ad+853
854,Flash Sale,Check out our exclusive new arrivals,https://via.placeholder.com/150?text=Ad+854
855,Flash Sale,Grab before it's gone!,https://via.placeholder.com/150?text=Ad+855
856,Flash Sale,Up to 70% off on select items,https://via.placeholder.com/150?text=Ad+856
857,Mega Discount,Limited stock remaining,https://via.placeholder.com/150?text=Ad+857
858,Flash Sale,Don't miss our weekend bonanza,https://via.placeholder.com/150?text=Ad+858
859,Flash Sale,Limited stock remaining,https://via.placeholder.com/150?text=Ad+859
860,Hot Deals,New users get extra cashback,https://via.placeholder.com/150?text=Ad+860
861,New Collection,Shop the latest trends at unbeatable prices,https://via.placeholder.com/150?text=Ad+861
862,Just Dropped,Shop the latest trends at unbeatable prices,https://via.placeholder.com/150?text=Ad+862
863,Just Dropped,Shop the latest trends at unbeatable prices,https://via.placeholder.com/150?text=Ad+863
864,Clearance Sale,Best deals for this season,https://via.placeholder.com/150?text=Ad+864
865,New Collection,Check out our exclusive new arrivals,https://via.placeholder.com/150?text=Ad+865
866,Clearance Sale,Don't miss our weekend bonanza,https://via.placeholder.com/150?text=Ad+866
867,New Collection,New users get extra cashback,https://via.placeholder.com/150?text=Ad+867
868,Just Dropped,Up to 70% off on select items,https://via.placeholder.com/150?text=Ad+868
869,Trending Now,Online only exclusive deal,https://via.placeholder.com/150?text=Ad+869
870,Clearance Sale,Hurry! Offer valid till stocks last,https://via.placeholder.com/150?text=Ad+870
871,Just Dropped,Limited stock remaining,https://via.placeholder.com/150?text=Ad+871
872,Trending Now,Don't miss our weekend bonanza,https://via.placeholder.com/150?text=Ad+872
873,New Collection,Don't miss our weekend bonanza,https://via.placeholder.com/150?text=Ad+873
874,Clearance Sale,Grab before it's gone!,https://via.placeholder.com/150?text=Ad+874
875,Buy 1 Get 1,Online only exclusive deal,https://via.placeholder.com/150?text=Ad+875
876,Just Dropped,Limited stock remaining,https://via.placeholder.com/150?text=Ad+876
877,Clearance Sale,Grab before it's gone!,https://via.placeholder.com/150?text=Ad+877
878,Limited Offer,Check out our exclusive new arrivals,https://via.placeholder.com/150?text=Ad+878
879,Flash Sale,Grab before it's gone!,https://via.placeholder.com/150?text=Ad+879
880,Just Dropped,New users get extra cashback,https://via.placeholder.com/150?text=Ad+880
881,Mega Discount,Up to 70% off on select items,https://via.placeholder.com/150?text=Ad+881
882,Mega Discount,New users get extra cashback,https://via.placeholder.com/150?text=Ad+882
883,Limited Offer,Up to 70% off on select items,https://via.placeholder.com/150?text=Ad+883
884,Mega Discount,New users get extra cashback,https://via.placeholder.com/150?text=Ad+884
885,Trending Now,Don't miss our weekend bonanza,https://via.placeholder.com/150?text=Ad+885
886,Buy 1 Get 1,Shop the latest trends at unbeatable prices,https://via.placeholder.com/150?text=Ad+886
887,Flash Sale,Online only exclusive deal,https://via.placeholder.com/150?text=Ad+887
888,Trending Now,Best deals for this season,https://via.placeholder.com/150?text=Ad+888
889,New Collection,New users get extra cashback,https://via.placeholder.com/150?text=Ad+889
890,Trending Now,Don't miss our weekend bonanza,https://via.placeholder.com/150?text=Ad+890
891,Trending Now,Limited stock remaining,https://via.placeholder.com/150?text=Ad+891
892,Buy 1 Get 1,Don't miss our weekend bonanza,https://via.placeholder.com/150?text=Ad+892
893,Flash Sale,Shop the latest trends at unbeatable prices,https://via.placeholder.com/150?text=Ad+893
894,Trending Now,Best deals for this season,https://via.placeholder.com/150?text=Ad+894
895,Limited Offer,Limited stock remaining,https://via.placeholder.com/150?text=Ad+895
896,Hot Deals,Grab before it's gone!,https://via.placeholder.com/150?text=Ad+896
897,Just Dropped,Up to 70% off on select items,https://via.placeholder.com/150?text=Ad+897
898,Clearance Sale,Up to 70% off on select items,https://via.placeholder.com/150?text=Ad+898
899,Trending Now,Up to 70% off on select items,https://via.placeholder.com/150?text=Ad+899
900,Hot Deals,Check out our exclusive new arrivals,https://via.placeholder.com/150?text=Ad+900
901,Editor's Pick,Online only exclusive deal,https://via.placeholder.com/150?text=Ad+901
902,Buy 1 Get 1,Shop the latest trends at unbeatable prices,https://via.placeholder.com/150?text=Ad+902
903,Mega Discount,New users get extra cashback,https://via.placeholder.com/150?text=Ad+903
904,Buy 1 Get 1,Grab before it's gone!,https://via.placeholder.com/150?text=Ad+904
905,Limited Offer,Don't miss our weekend bonanza,https://via.placeholder.com/150?text=Ad+905
906,Editor's Pick,Don't miss our weekend bonanza,https://via.placeholder.com/150?text=Ad+906
907,New Collection,Limited stock remaining,https://via.placeholder.com/150?text=Ad+907
908,Clearance Sale,Limited stock remaining,https://via.placeholder.com/150?text=Ad+908
909,Trending Now,Hurry! Offer valid till stocks last,https://via.placeholder.com/150?text=Ad+909
910,Mega Discount,Check out our exclusive new arrivals,https://via.placeholder.com/150?text=Ad+910
911,Mega Discount,Limited stock remaining,https://via.placeholder.com/150?text=Ad+911
912,New Collection,Up to 70% off on select items,https://via.placeholder.com/150?text=Ad+912
913,Limited Offer,Best deals for this season,https://via.placeholder.com/150?text=Ad+913
914,New Collection,Hurry! Offer valid till stocks last,https://via.placeholder.com/150?text=Ad+914
915,Trending Now,Don't miss our weekend bonanza,https://via.placeholder.com/150?text=Ad+915
916,Hot Deals,Limited stock remaining,https://via.placeholder.com/150?text=Ad+916
917,Just Dropped,Grab before it's gone!,https://via.placeholder.com/150?text=Ad+917
918,Clearance Sale,Best deals for this season,https://via.placeholder.com/150?text=Ad+918
919,Mega Discount,New users get extra cashback,https://via.placeholder.com/150?text=Ad+919
920,Buy 1 Get 1,Up to 70% off on select items,https://via.placeholder.com/150?text=Ad+920
921,Clearance Sale,Limited stock remaining,https://via.placeholder.com/150?text=Ad+921
922,Limited Offer,Don't miss our weekend bonanza,https://via.placeholder.com/150?text=Ad+922
923,Trending Now,New users get extra cashback,https://via.placeholder.com/150?text=Ad+923
924,Trending Now,Limited stock remaining,https://via.placeholder.com/150?text=Ad+924
925,Hot Deals,Up to 70% off on select items,https://via.placeholder.com/150?text=Ad+925
926,Hot Deals,Don't miss our weekend bonanza,https://via.placeholder.com/150?text=Ad+926
927,New Collection,Hurry! Offer valid till stocks last,https://via.placeholder.com/150?text=Ad+927
928,Buy 1 Get 1,Check out our exclusive new arrivals,https://via.placeholder.com/150?text=Ad+928
929,New Collection,Up to 70% off on select items,https://via.placeholder.com/150?text=Ad+929
930,Flash Sale,Best deals for this season,https://via.placeholder.com/150?text=Ad+930
931,Hot Deals,Hurry! Offer valid till stocks last,https://via.placeholder.com/150?text=Ad+931
932,Buy 1 Get 1,Grab before it's gone!,https://via.placeholder.com/150?text=Ad+932
933,Mega Discount,Best deals for this season,https://via.placeholder.com/150?text=Ad+933
934,Just Dropped,Grab before it's gone!,https://via.placeholder.com/150?text=Ad+934
935,Buy 1 Get 1,Up to 70% off on select items,https://via.placeholder.com/150?text=Ad+935
936,Just Dropped,Best deals for this season,https://via.placeholder.com/150?text=Ad+936
937,Limited Offer,Limited stock remaining,https://via.placeholder.com/150?text=Ad+937
938,Limited Offer,Hurry! Offer valid till stocks last,https://via.placeholder.com/150?text=Ad+938
939,Buy 1 Get 1,Limited stock remaining,https://via.placeholder.com/150?text=Ad+939
940,Trending Now,Grab before it's gone!,https://via.placeholder.com/150?text=Ad+940
941,Clearance Sale,Limited stock remaining,https://via.placeholder.com/150?text=Ad+941
942,Flash Sale,Check out our exclusive new arrivals,https://via.placeholder.com/150?text=Ad+942
943,Limited Offer,Hurry! Offer valid till stocks last,https://via.placeholder.com/150?text=Ad+943
944,Flash Sale,New users get extra cashback,https://via.placeholder.com/150?text=Ad+944
945,Just Dropped,New users get extra cashback,https://via.placeholder.com/150?text=Ad+945
946,Limited Offer,Don't miss our weekend bonanza,https://via.placeholder.com/150?text=Ad+946
947,Flash Sale,Check out our exclusive new arrivals,https://via.placeholder.com/150?text=Ad+947
948,Just Dropped,Up to 70% off on select items,https://via.placeholder.com/150?text=Ad+948
949,Editor's Pick,Grab before it's gone!,https://via.placeholder.com/150?text=Ad+949
950,Clearance Sale,New users get extra cashback,https://via.placeholder.com/150?text=Ad+950
951,Trending Now,Best deals for this season,https://via.placeholder.com/150?text=Ad+951
952,New Collection,Best deals for this season,https://via.placeholder.com/150?text=Ad+952
953,New Collection,Shop the latest trends at unbeatable prices,https://via.placeholder.com/150?text=Ad+953
954,Clearance Sale,Limited stock remaining,https://via.placeholder.com/150?text=Ad+954
955,Buy 1 Get 1,Shop the latest trends at unbeatable prices,https://via.placeholder.com/150?text=Ad+955
956,Flash Sale,Check out our exclusive new arrivals,https://via.placeholder.com/150?text=Ad+956
957,Limited Offer,Limited stock remaining,https://via.placeholder.com/150?text=Ad+957
958,Just Dropped,Up to 70% off on select items,https://via.placeholder.com/150?text=Ad+958
959,Buy 1 Get 1,Online only exclusive deal,https://via.placeholder.com/150?text=Ad+959
960,Mega Discount,Shop the latest trends at unbeatable prices,https://via.placeholder.com/150?text=Ad+960
961,Hot Deals,Online only exclusive deal,https://via.placeholder.com/150?text=Ad+961
962,Trending Now,Check out our exclusive new arrivals,https://via.placeholder.com/150?text=Ad+962
963,Buy 1 Get 1,Don't miss our weekend bonanza,https://via.placeholder.com/150?text=Ad+963
964,Limited Offer,Best deals for this season,https://via.placeholder.com/150?text=Ad+964
965,Mega Discount,Up to 70% off on select items,https://via.placeholder.com/150?text=Ad+965
966,New Collection,Grab before it's gone!,https://via.placeholder.com/150?text=Ad+966
967,Limited Offer,Up to 70% off on select items,https://via.placeholder.com/150?text=Ad+967
968,Trending Now,Best deals for this season,https://via.placeholder.com/150?text=Ad+968
969,Limited Offer,Online only exclusive deal,https://via.placeholder.com/150?text=Ad+969
970,Buy 1 Get 1,Limited stock remaining,https://via.placeholder.com/150?text=Ad+970
971,Buy 1 Get 1,Grab before it's gone!,https://via.placeholder.com/150?text=Ad+971
972,Mega Discount,Limited stock remaining,https://via.placeholder.com/150?text=Ad+972
973,Hot Deals,Shop the latest trends at unbeatable prices,https://via.placeholder.com/150?text=Ad+973
974,Trending Now,Hurry! Offer valid till stocks last,https://via.placeholder.com/150?text=Ad+974
975,New Collection,Limited stock remaining,https://via.placeholder.com/150?text=Ad+975
976,Clearance Sale,New users get extra cashback,https://via.placeholder.com/150?text=Ad+976
977,Clearance Sale,Limited stock remaining,https://via.placeholder.com/150?text=Ad+977
978,New Collection,Limited stock remaining,https://via.placeholder.com/150?text=Ad+978
979,New Collection,Don't miss our weekend bonanza,https://via.placeholder.com/150?text=Ad+979
980,Flash Sale,Shop the latest trends at unbeatable prices,https://via.placeholder.com/150?text=Ad+980
981,Flash Sale,Best deals for this season,https://via.placeholder.com/150?text=Ad+981
982,Flash Sale,Limited stock remaining,https://via.placeholder.com/150?text=Ad+982
983,Mega Discount,Don't miss our weekend bonanza,https://via.placeholder.com/150?text=Ad+983
984,Mega Discount,New users get extra cashback,https://via.placeholder.com/150?text=Ad+984
985,Hot Deals,Grab before it's gone!,https://via.placeholder.com/150?text=Ad+985
986,New Collection,Best deals for this season,https://via.placeholder.com/150?text=Ad+986
987,Trending Now,Grab before it's gone!,https://via.placeholder.com/150?text=Ad+987
988,Flash Sale,Don't miss our weekend bonanza,https://via.placeholder.com/150?text=Ad+988
989,Editor's Pick,Shop the latest trends at unbeatable prices,https://via.placeholder.com/150?text=Ad+989
990,Clearance Sale,Grab before it's gone!,https://via.placeholder.com/150?text=Ad+990
991,Trending Now,Shop the latest trends at unbeatable prices,https://via.placeholder.com/150?text=Ad+991
992,Just Dropped,Best deals for this season,https://via.placeholder.com/150?text=Ad+992
993,Flash Sale,Hurry! Offer valid till stocks last,https://via.placeholder.com/150?text=Ad+993
994,New Collection,New users get extra cashback,https://via.placeholder.com/150?text=Ad+994
995,Editor's Pick,Shop the latest trends at unbeatable prices,https://via.placeholder.com/150?text=Ad+995
996,Mega Discount,Best deals for this season,https://via.placeholder.com/150?text=Ad+996
997,Mega Discount,Best deals for this season,https://via.placeholder.com/150?text=Ad+997
998,Flash Sale,Best deals for this season,https://via.placeholder.com/150?text=Ad+998
999,New Collection,Limited stock remaining,https://via.placeholder.com/150?text=Ad+999
1000,Limited Offer,Online only exclusive deal,https://via.placeholder.com/150?text=Ad+1000
